uuid,n_rows,span_hours,recorded_hours_if_1min,sorted_in_file,duplicate_ts,dt_median_s,dt_p05,dt_p95,frac_dt_eq_60,frac_dt_59_61,frac_dt_lt_59,frac_gaps_gt_90,n_runs,median_run_len,max_run_len,frac_rows_any_label,watch_acc_absent,audio_absent,n_feature_cols,n_label_cols,n_cols
00EABED2-271D-49D8-B599-1D4A09240601,2287,186.57416666666666,38.11666666666667,True,0,60.0,59.0,62.0,0.8140857392825896,0.9002624671916011,0.03937007874015748,0.01968503937007874,46,1.0,795,0.965019676432007,0.8574551814604285,0.024048972452995192,225,51,278
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,6813,675.2761111111112,113.55,True,0,60.0,60.0,61.0,0.9012037580739871,0.9751908396946565,0.011303581914268937,0.0024955960070463887,18,274.5,1459,0.8761191839131073,0.7274328489652135,0.008219580214296198,225,51,278
0A986513-7828-4D53-AA1F-E02D6DF9561B,3960,71.69722222222222,66.0,True,0,60.0,60.0,60.0,0.9810558221773175,0.9952008082849204,0.0015155342258145997,0.001262945188178833,6,519.5,1655,0.9921717171717171,0.19797979797979798,0.0007575757575757576,225,51,278
0BFC35E2-4817-4865-BFA7-764742302A2D,3108,167.5836111111111,51.8,True,0,61.0,29.0,143.0,0.15513356935951078,0.26939169616993885,0.2980366913421307,0.12745413582233667,397,4.0,77,0.8886743886743886,0.12451737451737452,0.006113256113256113,225,51,278
0E6184E1-90C0-48EE-B25A-F1ECB7B9714E,7521,167.24527777777777,125.35,True,0,61.0,24.0,135.0,0.2271276595744681,0.3702127659574468,0.25186170212765957,0.14095744680851063,1061,4.0,135,0.9940167530913442,0.11049062624650978,0.0009307272969020078,225,51,278
1155FF54-63D3-4AB2-9863-8385D0BD0A13,2685,210.475,44.75,True,0,300.0,30.0,301.0,0.020491803278688523,0.030923994038748136,0.14716840536512668,0.7175856929955291,1927,1.0,58,0.9988826815642458,0.21787709497206703,0.0,225,51,278
11B5EC4D-4133-4289-B475-4E737182A406,8845,170.03222222222223,147.41666666666666,True,0,60.0,59.0,61.0,0.835820895522388,0.9479873360470376,0.026458616010854818,0.0006784260515603799,7,799.0,4352,0.8468061051441492,0.19954776710005653,0.0010175240248728094,225,51,278
136562B6-95B2-483D-88DC-065F28409FD2,6218,168.4177777777778,103.63333333333334,True,0,60.0,60.0,60.0,0.9548013511339875,0.9806980858935178,0.006916519221489464,0.0038603828212964452,25,205.0,847,0.9782888388549372,0.05853972338372467,0.043422322290125444,225,51,278
1538C99F-BA1E-4EFB-A949-6C7C47701B20,6549,167.63888888888889,109.15,True,0,60.0,60.0,60.0,0.9700671960904093,0.9920586438607208,0.0013744654856444715,0.004123396456933414,28,5.5,1281,0.9882424797679035,0.9760268743319591,0.009009009009009009,225,51,278
1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842,7375,184.89194444444445,122.91666666666667,True,0,60.0,30.0,96.34999999999945,0.16937889883374016,0.27407106048277735,0.3110930295633306,0.07255221046921617,536,7.0,208,0.9899661016949153,0.14603389830508476,0.0005423728813559322,225,51,278
24E40C4C-A349-4F9F-93AB-01D00FB994AF,4771,274.69305555555553,79.51666666666667,True,0,60.0,60.0,60.0,0.9167714884696017,0.9742138364779874,0.010482180293501049,0.004821802935010482,24,133.5,665,0.7807587507859988,0.23810521903164955,0.04799832320268287,225,51,278
27E04243-B138-4F40-A164-F40B60165CF3,4927,188.95416666666668,82.11666666666666,True,0,60.0,26.0,99.0,0.17742590336987413,0.29455948030856677,0.34388956557044253,0.09845716605765327,486,5.0,127,0.5855490156281713,0.3454434747310737,0.0,225,51,278
2C32C23E-E30C-498A-8DD2-0EFB9150A02E,8516,167.8227777777778,141.93333333333334,True,0,60.0,60.0,60.0,0.9600704638872578,0.9869641808573106,0.005049911920140928,0.001644157369348209,15,370.0,3366,0.818107092531705,0.028182245185533115,0.03135274776890559,225,51,278
33A85C34-CFE4-4732-9E73-0A7AC861B27A,6172,170.3672222222222,102.86666666666666,True,0,60.0,36.0,121.0,0.4043104845243883,0.5209852536055745,0.17582239507373199,0.10354885755955275,640,4.0,172,0.813350615683733,0.07841866493843162,0.0012961762799740765,225,51,278
3600D531-0C55-44A7-AE95-A7A38519464E,5203,187.525,86.71666666666667,True,0,60.0,60.0,60.0,0.9363706266820454,0.9867358708189158,0.0032679738562091504,0.006343713956170703,34,22.5,1175,0.9796271381895061,0.5458389390736114,0.010378627714779935,225,51,278
40E170A7-607B-4578-AF04-F021C3B0384A,7649,167.96055555555554,127.48333333333333,True,0,60.0,22.0,100.0,0.2158734309623431,0.3040010460251046,0.33381276150627615,0.12186192468619247,933,3.0,282,0.998300431428945,0.17597071512616028,0.0,225,51,278
481F4DD2-7689-43B9-A2AA-C8772227162B,6691,213.7836111111111,111.51666666666667,True,0,60.0,28.0,120.0,0.32002989536621823,0.45605381165919284,0.2343796711509716,0.14050822122571002,941,3.0,162,0.9089822149155582,0.27275444627111045,0.00014945449110745777,225,51,278
4E98F91F-4654-42EF-B908-A3389443F2E7,3250,167.92194444444445,54.166666666666664,True,0,61.0,28.0,208.79999999999973,0.18744228993536471,0.34749153585718684,0.25423207140658666,0.15635580178516467,509,2.0,75,0.8255384615384616,0.3233846153846154,0.0018461538461538461,225,51,278
4FC32141-E888-4BFF-8804-12559A491D8C,4979,118.00944444444444,82.98333333333333,True,0,60.0,60.0,60.0,0.9409401366010446,0.9837284049819205,0.0064282844515869825,0.0034150261149055844,18,133.0,1334,0.9433621209078128,0.4330186784494878,0.0018075918859208676,225,51,278
5119D0F8-FCA8-4184-A4EB-19421A40DE0D,6617,152.33833333333334,110.28333333333333,True,0,60.0,60.0,60.0,0.9552599758162031,0.9906287787182587,0.004383313180169286,0.0013603385731559856,10,387.5,2595,0.9750642285023424,0.03536345776031434,0.008463049720417108,225,51,278
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,6617,167.79333333333332,110.28333333333333,True,0,60.0,60.0,60.0,0.9511789600967352,0.9898730350665055,0.004534461910519952,0.0013603385731559856,10,599.5,1415,0.9673568082212483,0.7306936678252984,0.015414840562188304,225,51,278
59818CD2-24D7-4D32-B133-24C2FE3801E5,5947,164.80305555555555,99.11666666666666,True,0,61.0,28.0,100.0,0.16851664984863773,0.33938782374705684,0.29835183316515307,0.09973091153716784,594,6.0,83,0.47839246678997815,0.19572893896082058,0.00016815200941651252,225,51,278
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,7542,165.2602777777778,125.7,True,0,61.0,29.0,133.0,0.09454979445696857,0.16509746717941917,0.3686513724970163,0.1551518366264421,1171,4.0,91,0.9966852293821268,0.25682842747281887,0.0003977724741447892,225,51,278
5EF64122-B513-46AE-BCF1-E62AAC285D2C,3911,68.95,65.18333333333334,True,0,60.0,60.0,60.0,0.9222506393861892,0.972378516624041,0.01381074168797954,0.002301790281329923,10,313.5,844,0.9596011250319612,0.4425978010738941,0.01482996676041933,225,51,278
61359772-D8D8-480D-B623-7C636EAD0C81,6079,174.41833333333332,101.31666666666666,True,0,60.0,26.0,99.0,0.4768015794669299,0.5258308654162553,0.23708456729187233,0.08522540309312274,519,9.0,103,0.9738443822997204,0.37752919888139497,0.0013160059220266491,225,51,278
61976C24-1C50-4355-9C49-AAE44A7D09F6,8730,2925.5433333333335,145.5,True,0,60.0,60.0,60.0,0.9384809256501317,0.977431550005728,0.006529957612555848,0.011685187306678887,103,11.0,5385,0.670332187857961,1.0,0.11798396334478808,225,51,278
665514DE-49DC-421F-8DCB-145D0B2609AD,9167,167.9911111111111,152.78333333333333,True,0,60.0,27.0,99.0,0.2404538511891774,0.339515601134628,0.28212960942614007,0.08913375518219507,818,7.0,102,0.8457510635976874,0.10701429038944038,0.00010908694229300753,225,51,278
74B86067-5D4B-43CF-82CF-341B76BEA0F4,7298,149.10888888888888,121.63333333333334,True,0,60.0,39.0,100.0,0.3589146224475812,0.4740304234616966,0.17239961628066328,0.09222968343154721,674,6.0,125,0.9788983283091258,0.3953137845985201,0.004247739106604549,225,51,278
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,11996,222.3177777777778,199.93333333333334,True,0,60.0,59.0,61.0,0.8891204668611922,0.9917465610671113,0.0039182992913714045,0.0007503126302626094,10,1244.5,2478,0.8081027009003001,0.2484161387129043,0.009836612204068023,225,51,278
797D145F-3858-4A7F-A7C2-A4EB721E133C,3593,142.095,59.88333333333333,True,0,61.0,35.0,92.0,0.23246102449888642,0.45601336302895323,0.18374164810690424,0.05929844097995546,214,9.0,134,0.8611188421931534,0.3779571388811578,0.0,225,51,278
7CE37510-56D0-4120-A1CF-0E23351428D2,9761,163.59194444444444,162.68333333333334,True,0,60.0,60.0,60.0,0.9473360655737705,0.9878073770491803,0.006762295081967213,0.0007172131147540983,8,264.0,6935,0.9978485810880032,0.2737424444216781,0.003688146706280094,225,51,278
7D9BB102-A612-4E2A-8E22-3159752F55D8,1600,163.17694444444444,26.666666666666668,True,0,60.0,60.0,61.0,0.8736710444027517,0.9618511569731082,0.0075046904315197,0.025015634771732333,41,22.0,262,0.428125,1.0,0.00125,225,51,278
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,9189,191.075,153.15,True,0,60.0,59.0,61.0,0.8572050500653026,0.9614714845450588,0.017522855898998695,0.0031562908141053547,30,105.0,1610,0.9015126782021983,0.102296223745783,0.013276743932963325,225,51,278
806289BC-AD52-4CC1-806C-0CDB14D65EB6,9242,168.2488888888889,154.03333333333333,True,0,61.0,29.0,92.0,0.099339898279407,0.2477004653176063,0.25992857915809975,0.06016664863110053,557,10.0,175,0.9773858472192166,0.03776238909326986,0.0,225,51,278
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,6407,168.98361111111112,106.78333333333333,True,0,62.0,26.0,143.0,0.13112706837339994,0.2450827349359975,0.25195129566031843,0.22619419294411489,1450,3.0,57,0.9154050257530826,0.41158108319026065,0.01061339160293429,225,51,278
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,9539,168.32194444444445,158.98333333333332,True,0,60.0,60.0,60.0,0.9585867058083456,0.9951771859928706,0.0023065632208010066,0.0007339064793457748,8,946.5,2829,0.9411888038578468,0.22549533494076948,0.010692944753118775,225,51,278
86A4F379-B305-473D-9D83-FC7D800180EF,10738,283.29,178.96666666666667,True,0,63.0,32.0,139.0,0.07935177423861414,0.1392381484586011,0.32960789792306977,0.15190462885349726,1632,4.0,175,0.4533432669025889,0.9995343639411436,0.0020487986589681506,225,51,278
96A358A0-FFF2-4239-B93E-C7425B901B47,5819,192.85972222222222,96.98333333333333,True,0,60.0,27.0,99.0,0.19009969061533172,0.31041595049845305,0.3107597112409763,0.09419044345135785,549,6.0,109,0.3070974394225812,0.23371713352809761,0.0010311050008592541,225,51,278
9759096F-1119-4E19-A0AD-6F16989C7E1C,9959,167.29416666666665,165.98333333333332,True,0,60.0,60.0,60.0,0.9545089375376582,0.9942759590279172,0.0027113878288813013,0.0004016870857601928,5,1178.0,6073,0.8098202630786223,0.26026709508986845,0.0038156441409780096,225,51,278
99B204C0-DD5C-4BB7-83E8-A37281B8D769,6038,186.68583333333333,100.63333333333334,True,0,61.0,27.0,120.0,0.1754182540997184,0.24995858870299817,0.29021036938876926,0.1696206725194633,1025,3.0,72,0.940377608479629,0.4971844981782047,0.0014905597880092746,225,51,278
9DC38D04-E82E-4F29-AB52-B476535226F2,9686,167.6063888888889,161.43333333333334,True,0,60.0,60.0,60.0,0.9198760970573051,0.9822405782137326,0.007330924109447599,0.0022715539494062983,23,6.0,4332,0.9849266983274829,0.32066900681395827,0.038715672104067726,225,51,278
A5A30F76-581E-4757-97A2-957553A2C6AA,1667,112.93222222222222,27.783333333333335,True,0,64.0,44.0,493.5,0.12725090036014405,0.20468187274909963,0.20108043217286914,0.287515006002401,480,1.0,140,0.9988002399520096,0.6058788242351529,0.0,225,51,278
A5CDF89D-02A2-4EC1-89F8-F534FDABDD96,6040,203.1886111111111,100.66666666666667,True,0,60.0,60.0,60.0,0.9637357178340785,0.9839377380360987,0.006789203510514986,0.0024838549428713363,16,212.0,1582,0.8655629139072848,0.4377483443708609,0.014900662251655629,225,51,278
A7599A50-24AE-46A6-8EA6-2576F1011D81,3898,151.5611111111111,64.96666666666667,True,0,60.0,36.0,86.0,0.39414934565050036,0.5660764690787785,0.1878367975365666,0.036181678214010776,142,9.0,312,0.9697280656747049,0.18471010774756286,0.0002565418163160595,225,51,278
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,7520,167.96083333333334,125.33333333333333,True,0,60.0,60.0,60.0,0.9797845458172629,0.9944141508179279,0.0022609389546482243,0.00039898922729086314,4,1625.5,4042,0.995345744680851,0.32992021276595745,0.006648936170212766,225,51,278
B09E373F-8A54-44C8-895B-0039390B859F,8134,262.8122222222222,135.56666666666666,True,0,60.0,59.0,61.0,0.8900774621910734,0.9824173121849256,0.007869174966187139,0.0014754703061600886,13,284.0,2103,0.8087042045733956,0.4926235554462749,0.014015244652077699,225,51,278
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,9383,185.76194444444445,156.38333333333333,True,0,60.0,26.0,100.0,0.37518652739288,0.49584310381581753,0.21061607333191218,0.09209123854188872,865,5.0,87,0.9052541830970905,0.03751465416178194,0.0,225,51,278
B9724848-C7E2-45F4-9B3F-A1F38D864495,7626,166.61277777777778,127.1,True,0,60.0,60.0,60.0,0.9499016393442623,0.9880655737704918,0.005245901639344262,0.002098360655737705,17,522.0,1234,0.9563335955940204,0.3700498295305534,0.0065565171780750066,225,51,278
BE3CA5A6-A561-4BBD-B7C9-5DF6805400FC,8309,167.4336111111111,138.48333333333332,True,0,60.0,60.0,60.0,0.917910447761194,0.9776119402985075,0.00890707751564757,0.0026480500722195475,23,148.0,1707,0.7085088458298231,0.6673486580815983,0.003369839932603201,225,51,278
BEF6C611-50DA-4971-A040-87FB979F3FC1,3451,138.90666666666667,57.516666666666666,True,0,60.0,32.0,120.0,0.18666666666666668,0.2982608695652174,0.2936231884057971,0.1055072463768116,365,5.0,67,0.640973630831643,0.049550854824688496,0.0,225,51,278
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,5092,163.97861111111112,84.86666666666666,True,0,60.0,59.0,61.0,0.8607346297387547,0.9414653309762325,0.021410331958357887,0.014142604596346494,73,8.0,666,0.9984289080911233,0.015318146111547526,0.0025530243519245877,225,51,278
CA820D43-E5E2-42EF-9798-BE56F776370B,7865,149.72833333333332,131.08333333333334,True,0,60.0,59.0,61.0,0.8900050864699899,0.9881739572736521,0.004832146490335707,0.001525940996948118,13,528.0,2154,0.9043865225683407,0.42263191354100443,0.015384615384615385,225,51,278
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,8472,166.86527777777778,141.2,True,0,60.0,26.0,104.0,0.23881477983709126,0.29311769566757173,0.3025616810293944,0.1166332192185102,989,5.0,123,0.9671860245514636,0.35363550519357884,0.00908876298394712,225,51,278
CDA3BBF7-6631-45E8-85BA-EEB416B32A3C,2860,72.1986111111111,47.666666666666664,True,0,60.0,60.0,60.0,0.949982511367611,0.9926547743966422,0.0038474991255683807,0.0006995452955578874,3,882.0,1972,0.990909090909091,0.1486013986013986,0.016083916083916083,225,51,278
