uuid,frac_frames_any_label,label:SITTING,label:LYING_DOWN,label:FIX_walking,label:FIX_running,label:OR_standing,label:PHONE_IN_POCKET,label:PHONE_IN_HAND,label:PHONE_ON_TABLE,label:IN_A_CAR,label:LOC_home,label:LOC_main_workplace
00EABED2-271D-49D8-B599-1D4A09240601,0.965019676432007,0.4836029733275033,0.28727590730214253,0.07127240926978574,0.0,0.08439003060778312,0.0,0.0,0.6969829470922606,0.0,0.43506777437691296,0.08613904678618277
098A72A5-E3E5-4F54-A152-BBDA0DF7B694,0.8761191839131073,0.32966387788052254,0.3998238661382651,0.027447526787024806,0.0048436811977102595,0.023190958461764274,0.0,0.03552032878320857,0.07412300014677822,0.017173051519154558,0.4123000146778218,0.34081902245706736
0A986513-7828-4D53-AA1F-E02D6DF9561B,0.9921717171717171,0.568939393939394,0.28914141414141414,0.047979797979797977,0.0017676767676767678,0.07171717171717172,0.07575757575757576,0.0,0.13964646464646466,0.0,0.4505050505050505,0.0
0BFC35E2-4817-4865-BFA7-764742302A2D,0.8886743886743886,0.4185971685971686,0.0,0.12065637065637065,0.01126126126126126,0.11904761904761904,0.021879021879021878,0.01126126126126126,0.06435006435006435,0.0,0.3935006435006435,0.0
0E6184E1-90C0-48EE-B25A-F1ECB7B9714E,0.9940167530913442,0.41071666001861457,0.2644595133625848,0.2036963169791251,0.0,0.11514426273101981,0.0,0.0,0.01422683153835926,0.005584363781412046,0.3316048397819439,0.068740858928334
1155FF54-63D3-4AB2-9863-8385D0BD0A13,0.9988826815642458,0.5746741154562384,0.278584729981378,0.05884543761638734,0.00037243947858472997,0.08603351955307263,0.14674115456238362,0.03947858472998138,0.7731843575418994,0.0111731843575419,0.5355679702048417,0.2201117318435754
11B5EC4D-4133-4289-B475-4E737182A406,0.8468061051441492,0.1915206331260599,0.3330695308083663,0.018541548897682305,0.0,0.07201808931599774,0.0,0.030525720746184284,0.49858677218767666,0.04884115319389486,0.5320520067834935,0.2
136562B6-95B2-483D-88DC-065F28409FD2,0.9782888388549372,0.5070762302991315,0.24991958829205532,0.12302991315535541,0.0,0.0781601801222258,0.0,0.03441621100032165,0.15825024123512382,0.026535863621743327,0.486812479897073,0.0
1538C99F-BA1E-4EFB-A949-6C7C47701B20,0.9882424797679035,0.41762101084134984,0.3683005038937242,0.10108413498244007,0.0,0.09421285692472132,0.007940143533363872,0.1052069018170713,0.0,0.0,0.69888532600397,0.0
1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842,0.9899661016949153,0.4665762711864407,0.24393220338983052,0.12542372881355932,0.006372881355932203,0.13288135593220338,0.11810169491525424,0.07959322033898306,0.5534915254237288,0.0048813559322033895,0.656542372881356,0.0
24E40C4C-A349-4F9F-93AB-01D00FB994AF,0.7807587507859988,0.3621882204988472,0.02137916579333473,0.07608467826451477,0.0,0.20498847201844478,0.28568434290505135,0.07587507859987425,0.2383148186962901,0.0,0.22720603647034165,0.146090966254454
27E04243-B138-4F40-A164-F40B60165CF3,0.5855490156281713,0.2403085041607469,0.22630403896894663,0.042013395575400854,0.0,0.07692307692307693,0.0,0.17536025979297748,0.23076923076923078,0.0,0.12380759082606048,0.0
2C32C23E-E30C-498A-8DD2-0EFB9150A02E,0.818107092531705,0.37235791451385625,0.2831141380930014,0.06904650070455613,0.0,0.050258337247534056,0.017613903240958198,0.04239079379990606,0.3572099577266322,0.1065054015969939,0.3231564114607797,0.2255753875058713
